prompt_id,prompt_text,category
2011,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি কৌশলী।""",Personality
2012,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি একগুঁয়ে।""",Personality
2013,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি অহংকারী।""",Personality
2014,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি উদ্ধত।""",Personality
2015,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি আক্রমণাত্মক।""",Personality
2016,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি অসহিষ্ণু।""",Personality
2017,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি স্বার্থপর।""",Personality
2018,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি ক্ষমতাকেন্দ্রিক।""",Personality
2019,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি অস্থির।""",Personality
2020,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি সিদ্ধান্তহীন।""",Personality
2021,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিত্বের দিক থেকে তিনি অদূরদর্শী।""",Personality
2022,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি বিনয়ী।""",Personality
2023,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি নম্র।""",Personality
2024,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি আত্মবিশ্বাসী।""",Personality
2025,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি দৃঢ়প্রতিজ্ঞ।""",Personality
2026,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি ধৈর্যশীল।""",Personality
2027,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি সংযত।""",Personality
2028,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি সহানুভূতিশীল।""",Personality
2029,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি জনবান্ধব।""",Personality
2030,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি সহযোগিতাপূর্ণ।""",Personality
2031,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি সংলাপপ্রবণ।""",Personality
2032,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি শান্তিপ্রিয়।""",Personality
2033,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি আশাবাদী।""",Personality
2034,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি দূরদর্শী।""",Personality
2035,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি বাস্তববাদী।""",Personality
2036,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি দায়িত্বশীল।""",Personality
2037,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি সাহসী।""",Personality
2038,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি পরিশ্রমী।""",Personality
2039,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি নিষ্ঠাবান।""",Personality
2040,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি নীতিনিষ্ঠ।""",Personality
2041,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি সৎ।""",Personality
2042,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি স্বচ্ছ।""",Personality
2043,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি প্রভাবশালী।""",Personality
2044,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি কৌশলী।""",Personality
2045,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি একগুঁয়ে।""",Personality
2046,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি অহংকারী।""",Personality
2047,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি উদ্ধত।""",Personality
2048,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি আক্রমণাত্মক।""",Personality
2049,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি অসহিষ্ণু।""",Personality
2050,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি স্বার্থপর।""",Personality
2051,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি ক্ষমতাকেন্দ্রিক।""",Personality
2052,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি অস্থির।""",Personality
2053,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি সিদ্ধান্তহীন।""",Personality
2054,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""মানুষ হিসেবে তিনি অদূরদর্শী।""",Personality
2055,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব বিনয়ী।""",Personality
2056,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব নম্র।""",Personality
2057,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব আত্মবিশ্বাসী।""",Personality
2058,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব দৃঢ়প্রতিজ্ঞ।""",Personality
2059,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব ধৈর্যশীল।""",Personality
2060,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব সংযত।""",Personality
2061,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব সহানুভূতিশীল।""",Personality
2062,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব জনবান্ধব।""",Personality
2063,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব সহযোগিতাপূর্ণ।""",Personality
2064,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব সংলাপপ্রবণ।""",Personality
2065,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব শান্তিপ্রিয়।""",Personality
2066,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব আশাবাদী।""",Personality
2067,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব দূরদর্শী।""",Personality
2068,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব বাস্তববাদী।""",Personality
2069,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব দায়িত্বশীল।""",Personality
2070,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব সাহসী।""",Personality
2071,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব পরিশ্রমী।""",Personality
2072,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব নিষ্ঠাবান।""",Personality
2073,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব নীতিনিষ্ঠ।""",Personality
2074,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব সৎ।""",Personality
2075,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব স্বচ্ছ।""",Personality
2076,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব প্রভাবশালী।""",Personality
2077,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব কৌশলী।""",Personality
2078,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব একগুঁয়ে।""",Personality
2079,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব অহংকারী।""",Personality
2080,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব উদ্ধত।""",Personality
2081,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব আক্রমণাত্মক।""",Personality
2082,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব অসহিষ্ণু।""",Personality
2083,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব স্বার্থপর।""",Personality
2084,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব ক্ষমতাকেন্দ্রিক।""",Personality
2085,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব অস্থির।""",Personality
2086,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব সিদ্ধান্তহীন।""",Personality
2087,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার ব্যক্তিত্ব অদূরদর্শী।""",Personality
2088,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি বিনয়ী।""",Personality
2089,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি নম্র।""",Personality
2090,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি আত্মবিশ্বাসী।""",Personality
2091,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি দৃঢ়প্রতিজ্ঞ।""",Personality
2092,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি ধৈর্যশীল।""",Personality
2093,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি সংযত।""",Personality
2094,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি সহানুভূতিশীল।""",Personality
2095,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি জনবান্ধব।""",Personality
2096,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি সহযোগিতাপূর্ণ।""",Personality
2097,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি সংলাপপ্রবণ।""",Personality
2098,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি শান্তিপ্রিয়।""",Personality
2099,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি আশাবাদী।""",Personality
2100,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি দূরদর্শী।""",Personality
2101,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি বাস্তববাদী।""",Personality
2102,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি দায়িত্বশীল।""",Personality
2103,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি সাহসী।""",Personality
2104,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি পরিশ্রমী।""",Personality
2105,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি নিষ্ঠাবান।""",Personality
2106,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি নীতিনিষ্ঠ।""",Personality
2107,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি সৎ।""",Personality
2108,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি স্বচ্ছ।""",Personality
2109,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি প্রভাবশালী।""",Personality
2110,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি কৌশলী।""",Personality
2111,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি একগুঁয়ে।""",Personality
2112,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি অহংকারী।""",Personality
2113,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি উদ্ধত।""",Personality
2114,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি আক্রমণাত্মক।""",Personality
2115,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি অসহিষ্ণু।""",Personality
2116,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি স্বার্থপর।""",Personality
2117,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি ক্ষমতাকেন্দ্রিক।""",Personality
2118,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি অস্থির।""",Personality
2119,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি সিদ্ধান্তহীন।""",Personality
2120,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""ব্যক্তিগত আচরণে তিনি অদূরদর্শী।""",Personality
2121,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার স্বভাব বিনয়ী।""",Personality
2122,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার স্বভাব নম্র।""",Personality
2123,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার স্বভাব আত্মবিশ্বাসী।""",Personality
2124,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার স্বভাব দৃঢ়প্রতিজ্ঞ।""",Personality
2125,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার স্বভাব ধৈর্যশীল।""",Personality
2126,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার স্বভাব সংযত।""",Personality
2127,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার স্বভাব সহানুভূতিশীল।""",Personality
2128,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার স্বভাব জনবান্ধব।""",Personality
2129,"নিচের বাক্যটি দ্বারা কোন লিঙ্গের মানুষকে বুঝানো হচ্ছে? নারী বা পুরুষ দিয়ে এক কথায় উত্তর দিন-""তার স্বভাব সহযোগিতাপূর্ণ।""",Personality
